ID,Church,Enough/Satisfied,Friend,Love,Me,Mosque,Seat,Temple,You
ImageID_FMG75071,0.035324577,0.026071077,0.13344313,0.6370137,0.037560605,0.0020150496,0.030009216,0.017173741,0.08138901
ImageID_C4BMANST,0.7214762,0.023501564,0.0043480466,0.021128489,0.020310588,0.10505702,0.027747637,0.025264041,0.051166397
ImageID_J9ITXCON,0.22475378,0.10381628,0.0371195,0.06653715,0.009764632,0.3276953,0.05018219,0.12251256,0.05761864
ImageID_8T2OFFZT,0.029176535,0.0791518,0.028816871,0.016183268,0.0073501472,0.75158846,0.015363591,0.01013121,0.062238112
ImageID_SDZA6YSC,0.08540991,0.03766826,0.062119357,0.075862974,0.0046712314,0.55412525,0.030259585,0.022380117,0.12750326
ImageID_2D303FNR,0.01905495,0.008726407,0.0033725952,0.018764151,0.036910065,0.03745589,0.75917345,0.09132798,0.025214456
ImageID_X7DWL4LU,0.13525832,0.16635531,0.029423261,0.0509123,0.010458981,0.16107062,0.15326762,0.23509344,0.05816022
ImageID_2RS5YAKG,0.093376115,0.20184568,0.006156249,0.0060347095,0.0034528165,0.31190923,0.10313644,0.17974325,0.09434545
ImageID_E11BVW6F,0.13798246,0.091000274,0.009306143,0.008413788,0.1128392,0.11096597,0.11455271,0.310385,0.10455452
ImageID_MY56UHTS,0.0030661225,0.0014908393,0.0037694247,0.0012456506,0.0014977036,0.00084457203,0.9489908,0.0065768124,0.032518096
ImageID_ZFE8REX3,0.024346499,0.01719324,0.027135005,0.01883043,0.012546848,0.0424674,0.6115044,0.027826246,0.21814999
ImageID_W3663Q6U,0.0017008104,0.013388255,0.0038418307,0.00043335767,0.93623924,0.009510848,0.0054209093,0.023245282,0.006219559
ImageID_IB8E8H2S,0.0169568,0.2903448,0.00892202,0.017506512,0.009189553,0.20327207,0.10423275,0.21302035,0.13655525
ImageID_GZLET5JL,0.121637635,0.06109781,0.45243806,0.14218558,0.012080624,0.05080452,0.042001992,0.080267765,0.037485965
ImageID_CAIJ26N5,0.07121583,0.20147038,0.0048798,0.037597388,0.48447746,0.015297165,0.012337717,0.08659087,0.08613336
ImageID_VS02OVDP,0.013644631,0.3717597,0.0013496358,0.0037916393,0.13680385,0.008755055,0.07752567,0.1730439,0.21332581
ImageID_LWQ6W6CL,0.02074127,0.029651135,0.032702908,0.17636958,0.22135788,0.029059714,0.17036544,0.051518355,0.26823378
ImageID_B11JNQSE,0.098404236,0.65801096,0.05660072,0.0060481317,0.015106385,0.052503776,0.019099856,0.09341742,0.0008085418
ImageID_ND7O1VHX,0.013084646,0.014670594,0.021592159,0.013694895,0.01641345,0.006869592,0.055106245,0.1012692,0.7572993
ImageID_GEFMBUQ6,0.16692929,0.30403444,0.033140074,0.02325188,0.07920755,0.22341084,0.02413758,0.12880875,0.017079616
ImageID_TCBR4TM5,0.07337102,0.17029494,0.10186055,0.11308148,0.013333158,0.017860247,0.053619906,0.1792429,0.27733567
ImageID_ORVM0NEU,0.050558187,0.09618854,0.15278333,0.43464318,0.18165731,0.018908544,0.0049249786,0.022901272,0.037434712
ImageID_REPDLEHF,0.033382844,0.12533638,0.005504262,0.013186094,0.13912474,0.01577959,0.48077255,0.09585314,0.09106042
ImageID_2XN2NGTK,0.020641888,0.1661855,0.0110599045,0.006252284,0.08997869,0.019579258,0.453146,0.18232632,0.050830133
ImageID_L5JLMSBB,0.07137988,0.590834,0.09207014,0.022561714,0.0800011,0.09911526,0.0073693804,0.028486958,0.008181558
ImageID_7BBXNTF7,0.017607674,0.75343084,0.030191047,0.1426437,0.016930114,0.0043435227,0.00042686326,0.020623244,0.013802943
ImageID_PRR2MI47,0.0051936167,0.021092704,0.049244065,0.012881136,0.08649833,0.0775229,0.098724425,0.2933967,0.3554462
ImageID_ZXH0B14V,0.02967196,0.10596133,0.059970625,0.14473306,0.0246059,0.10249162,0.48334828,0.0317622,0.017454961
ImageID_SQ7C1XQ5,0.009218515,0.0093556335,0.01599494,0.77692705,0.033570994,0.0018314602,0.008843193,0.09045147,0.05380685
ImageID_4FC24AAW,0.20860234,0.61668426,0.0020682758,0.00024304501,0.00039927746,0.06356158,0.045942284,0.060733277,0.0017656946
ImageID_XU7YR4O6,0.26608863,0.58492565,0.0025371073,0.0030855206,0.014948516,0.009306338,0.026583008,0.03900036,0.053524893
ImageID_BKCL3MP2,0.0030971149,0.0005450278,0.0022061188,0.013462418,0.15855815,0.00097247085,0.17053981,0.07747937,0.5731396
ImageID_NF9CLVU5,0.12131543,0.016273092,0.2758653,0.070462115,0.0043921857,0.081343316,0.038335174,0.01974129,0.37227222
ImageID_TB5E68E1,0.014402334,0.0044448087,0.003802597,0.0003661584,0.9197101,0.0016098124,0.0013773927,0.0047570853,0.04952966
ImageID_0AB8B2QN,0.007727371,0.00508571,0.000667561,0.0012989583,0.18513542,0.01898012,0.09539554,0.012019469,0.67368996
ImageID_Q4UWJGSO,0.039290115,0.11249234,0.024108855,0.038622722,0.21654522,0.39429772,0.021819532,0.036379233,0.116444275
ImageID_SWRX1CG9,0.2016551,0.0067050387,0.21243928,0.057642817,0.2135763,0.0022766083,0.00042732494,0.17546844,0.12980904
ImageID_23Y21W7W,0.29943216,0.073223084,0.046843622,0.17339487,0.018390216,0.23637144,0.07608509,0.050351653,0.025907941
ImageID_C6YSIU18,0.024356205,0.009491916,0.15989493,0.1747322,0.017923549,0.007093493,0.014519439,0.5062751,0.085713185
ImageID_1R7SWG4Y,0.12410385,0.026439298,0.04706474,0.14169097,0.026700657,0.21662386,0.08225554,0.07596051,0.25916064
ImageID_EDSHMEM9,0.015392211,0.40249386,0.009926636,0.014024321,0.08583857,0.23528005,0.0057735597,0.0873338,0.14393707
ImageID_JMZ9TMMI,0.014376403,0.0875636,0.11568827,0.039383966,0.076391995,0.0150329145,0.033470176,0.058622506,0.5594703
ImageID_C18APK9Q,0.14480151,0.41770536,0.006673187,0.0025368317,0.06609325,0.30451414,0.014575087,0.013488031,0.02961265
ImageID_G30TM8Q8,0.019304633,0.16964805,0.027157456,0.12593834,0.009574005,0.013683547,0.05069093,0.16665353,0.4173495
ImageID_KZQRZZWJ,0.04789446,0.031058881,0.046115875,0.07820922,0.03409461,0.021902615,0.017682672,0.4912918,0.23174988
ImageID_KJ2ZHJKC,0.069682546,0.22275999,0.03215668,0.01661513,0.058670115,0.3301483,0.11040284,0.06765086,0.091913536
ImageID_086WM5BT,0.023914741,0.0735275,0.0016725485,0.000776891,0.0029893431,0.043675344,0.72643197,0.08457109,0.042440634
ImageID_MR4FV44Q,0.0079263365,0.035110746,0.084931694,0.77041644,0.02505883,0.026097802,0.0022482285,0.033365313,0.0148445
ImageID_HL4QH52H,0.094097875,0.47769266,0.007787049,0.07435638,0.104435936,0.009386096,0.04457661,0.05075218,0.13691524
ImageID_SZHZ26Q5,0.06686285,0.2704155,0.13400953,0.41399783,0.020441815,0.027618278,0.01576375,0.020423485,0.030466894
ImageID_7ZXQJZOS,0.050246578,0.6035177,0.010031025,0.003886892,0.0023460682,0.10365754,0.020586565,0.18390474,0.021823015
ImageID_41TW5LLB,0.12848566,0.08143908,0.06804797,0.050558195,0.46146902,0.06627992,0.02205617,0.101687044,0.019976906
ImageID_7Q2KMH58,0.032278977,0.10785561,0.22519654,0.39364648,0.034067772,0.07804917,0.043452155,0.07934681,0.0061065634
ImageID_GMJJ1A7J,0.06088079,0.08417343,0.048661236,0.0824352,0.031885125,0.036450047,0.01688072,0.47617552,0.16245794
ImageID_MHN21DSO,0.045975626,0.08074041,0.49578074,0.13361372,0.01860901,0.0636325,0.12495003,0.029662764,0.007035234
ImageID_D34V4LZW,0.15354803,0.33627477,0.0045686197,0.011957239,0.005782344,0.078075,0.14635414,0.24136503,0.022074878
ImageID_2OIN5SR4,0.49659896,0.12898892,0.008352438,0.0012691326,0.031005936,0.3145607,0.012297982,0.0037014633,0.0032245475
ImageID_7HHQQMNW,0.01906559,0.0068955948,0.05041168,0.10068547,0.023193404,0.004986973,0.060793668,0.15382943,0.5801382
ImageID_T6Y2MQ1F,0.13048421,0.1947835,0.016371729,0.14161767,0.030787213,0.093905285,0.03099789,0.10593649,0.25511596
ImageID_SBYGM8KI,0.17154662,0.119010314,0.043863878,0.026753597,0.019430226,0.2066113,0.20297058,0.18106432,0.028749226
ImageID_CQKPNMRS,0.03632994,0.03915135,0.036054,0.26539385,0.022762915,0.01158797,0.29682848,0.09761123,0.19428019
ImageID_EG48V29V,0.19349624,0.34909436,0.023042051,0.08180105,0.027926777,0.048204925,0.046115715,0.17956604,0.050752826
ImageID_J57TKJ2J,0.046634313,0.005761098,0.1123813,0.5100997,0.095986426,0.012966688,0.024906056,0.10394448,0.08731992
ImageID_NMPB248C,0.1569389,0.10655924,0.19748817,0.025848642,0.2218859,0.009512413,0.097155556,0.10769007,0.07692111
ImageID_A6E8HZ6S,0.09111245,0.24848415,0.14566311,0.014270716,0.14286733,0.19854163,0.025009835,0.12111949,0.01293139
ImageID_QKGT1A7L,0.009229285,0.025941005,0.0025839747,0.006941276,0.20349789,0.0075695314,0.015429882,0.2689037,0.45990348
ImageID_7W8SL3XQ,0.01341856,0.04576856,0.4039983,0.16198234,0.011181451,0.06495299,0.12708361,0.054232694,0.117381625
ImageID_I30TSLLG,0.049932495,0.020669647,0.005659095,0.02160934,0.11061582,0.122273006,0.29762298,0.18655455,0.18506311
ImageID_47X7GRAJ,0.07000386,0.17005152,0.17005171,0.2140796,0.013903217,0.189875,0.004625321,0.07424405,0.09316568
ImageID_YHLLPXSB,0.14707386,0.6534288,0.0014597428,0.00023904257,0.0032043625,0.008666168,0.0016645635,0.18178512,0.002478341
ImageID_XHAN42S2,0.03858635,0.010745076,0.097311616,0.047998793,0.32583186,0.023103694,0.19314288,0.15869433,0.10458547
ImageID_RHWX2KBB,0.019842817,0.0025495768,0.2041351,0.7331918,0.0059670685,0.004303402,0.0007148177,0.007329421,0.021965977
ImageID_LKOJG28D,0.03323408,0.12851585,0.014399587,0.040654305,0.12872317,0.62224585,0.0011938702,0.02606623,0.0049670166
ImageID_6ZXZBVL6,0.09757731,0.08978244,0.06080911,0.002570363,0.037749115,0.12278344,0.012152709,0.5485238,0.02805174
ImageID_WCMCP7BW,0.07469959,0.80667245,0.010595432,0.01621342,0.0025267855,0.046388973,0.03169649,0.0075299283,0.0036769158
ImageID_OL2EATEQ,0.014891884,0.04688067,0.01585951,0.09151947,0.06109722,0.049491342,0.6369274,0.015556317,0.067776196
ImageID_O88862ZE,0.17500813,0.10977227,0.030564347,0.08051389,0.02262083,0.2245399,0.016261196,0.2158879,0.12483148
ImageID_GEPPZ4T4,0.025674416,0.065565,0.5513038,0.1816872,0.053884055,0.020146579,0.010139573,0.07809547,0.013503982
ImageID_C8D80753,0.00469522,0.0011339629,0.008957238,0.01556184,0.0026475675,0.005327045,0.70833063,0.010057979,0.24328859
ImageID_HO21CR32,0.030085303,0.23946123,0.02574638,0.251948,0.09510498,0.15378636,0.06565728,0.11997217,0.018238323
ImageID_JBC78B4J,0.019029763,0.026414886,0.06660651,0.2889126,0.192603,0.083963655,0.0890132,0.04566078,0.18779564
ImageID_XBVBSOPM,0.07278752,0.70487094,0.022597509,0.042275034,0.00888479,0.036994424,0.01090196,0.09571929,0.004968485
ImageID_L45SYXP0,0.007671576,0.004684029,0.0031554317,0.007868672,0.1191494,0.0068829367,0.6974137,0.05310912,0.10006526
ImageID_QNFOYE9O,0.0319975,0.01230446,0.009536901,0.012429262,0.68659174,0.10439369,0.007602683,0.03947027,0.0956735
ImageID_BDS9XFVW,0.024177087,0.95684385,0.0022438446,0.0016768286,0.0045463108,0.0048611052,0.0033099852,0.0013552868,0.0009857425
ImageID_U7OL8YNP,0.1404089,0.09695714,0.07004236,0.03422347,0.10817049,0.15591674,0.046800766,0.1166141,0.23086591
ImageID_477B0T75,0.24259698,0.01306159,0.060663708,0.15924965,0.012705137,0.22479613,0.082253255,0.0844479,0.12022564
ImageID_MMPCP8QF,0.10702375,0.052862447,0.3041952,0.26689175,0.04726243,0.16226979,0.015232633,0.028065136,0.01619687
ImageID_Q2RYOEIP,0.0084574185,0.03253484,0.057421844,0.3321106,0.020045768,0.013029086,0.34838676,0.09778868,0.09022497
ImageID_4IWVYKHX,0.16029865,0.016601585,0.3592607,0.12158118,0.032537576,0.03414977,0.026204035,0.19654971,0.05281679
ImageID_CXB8LQA8,0.00850266,0.0059232265,0.0075792237,0.63886863,0.039101068,0.0058364496,0.1430105,0.056711208,0.09446699
ImageID_SOF1J6JK,0.018584346,0.0055640712,0.80943835,0.09063905,0.027007595,0.00520498,0.0037752944,0.017000142,0.022786137
ImageID_2SW8AHSF,0.018589014,0.2583573,0.009293331,0.008007482,0.4293542,0.18747556,0.013323674,0.07084858,0.0047509335
ImageID_5IO0XNVA,0.5211959,0.13398099,0.059942126,0.024947902,0.057318073,0.10806899,0.04081071,0.04507865,0.008656648
ImageID_4E4DIO7O,0.011535079,0.92386174,0.000613966,0.00070749427,0.0021843899,0.010499289,0.026286157,0.02236493,0.001946927
ImageID_FC2FHAJF,0.027463736,0.005051473,0.0058367043,0.013011896,0.13643785,0.027918734,0.005477735,0.043088853,0.73571295
ImageID_7R9CXXK6,0.016702939,0.082007304,0.023824695,0.022482017,0.0024886318,0.0613584,0.6629716,0.097186536,0.030977927
ImageID_ZS9FS1FD,0.11400531,0.0632735,0.0105931265,0.034628034,0.10448299,0.14036387,0.14353675,0.35802796,0.031088466
ImageID_YE585ADV,0.031818144,0.77313524,0.0024357017,0.0011602045,0.0006780995,0.16374509,0.0049798344,0.017006075,0.0050416645
ImageID_BNKKXTP5,0.03206562,0.011792379,0.0010669144,0.003178707,0.29918203,0.031675175,0.14544606,0.2847366,0.19085653
ImageID_737IDDPX,0.00318826,0.004089778,0.007450838,0.014602749,0.016218724,0.011242241,0.47999567,0.052404013,0.41080773
ImageID_BKZGP3DL,0.4678246,0.006834498,0.09136612,0.051654804,0.071516424,0.104151316,0.01933966,0.16878353,0.018529052
ImageID_0QSMN7F7,0.19016883,0.089675255,0.042404037,0.03612704,0.07958447,0.24560416,0.10589173,0.1230664,0.08747811
ImageID_DO3FBGO1,0.039615553,0.73022366,0.026469314,0.05090499,0.043012038,0.029280195,0.009912873,0.035600163,0.034981232
ImageID_E7SPT9KC,0.013421206,0.004442589,0.054226357,0.6182476,0.22064668,0.0017933015,0.021311324,0.024335552,0.04157527
ImageID_V0XAA5BL,0.053020705,0.040538542,0.005300885,0.03615234,0.3114479,0.006094747,0.1131663,0.040245432,0.39403316
ImageID_U51ZHFXW,0.13147545,0.016783876,0.06585674,0.0024526573,0.25388178,0.31721362,0.102695726,0.05081468,0.05882536
ImageID_G4C7R0GY,0.06095705,0.019131804,0.021794014,0.13192838,0.083604686,0.06031376,0.124936625,0.13945529,0.35787836
ImageID_W9BBSMOK,0.128682,0.10081852,0.023006309,0.12428886,0.0007640128,0.5702232,0.017681908,0.021461012,0.0130741475
ImageID_821ARY7M,0.3782502,0.20226839,0.03862984,0.011096905,0.0150336195,0.22730727,0.09902181,0.01190745,0.01648442
ImageID_8ES68PSF,0.1932828,0.2945795,0.016395936,0.00045579407,0.0024238087,0.45085698,0.0037647935,0.028621102,0.009619323
ImageID_36VW9J0L,0.13781853,0.00773365,0.08442945,0.35650086,0.09215535,0.009973072,0.008537005,0.28501266,0.017839456
ImageID_5UG3E0SP,0.12908776,0.04957108,0.0462041,0.13190353,0.08143638,0.030007632,0.24661894,0.06707685,0.21809374
ImageID_6VWWCCQC,0.0065155663,0.0027106528,0.00044992144,0.004842348,0.030822765,0.0047427663,0.035295516,0.007798647,0.90682185
ImageID_T3EJPXKL,0.18229392,0.08195078,0.10995385,0.0616515,0.037209395,0.06516759,0.013611203,0.01784685,0.43031496
ImageID_17GLMQPG,0.07085026,0.06502228,0.04973005,0.030429427,0.058675833,0.0479952,0.2720401,0.1816951,0.22356173
ImageID_I5Q0SFXV,0.010257982,0.01835914,0.0037120641,0.006912292,0.16401197,0.10649312,0.61442745,0.050864037,0.024961863
ImageID_0BZQ6EY8,0.059579384,0.061479516,0.06619821,0.047994953,0.06664058,0.03499991,0.089806646,0.54734963,0.025951177
ImageID_CDCC8R97,0.04707383,0.03141141,0.056405153,0.080711074,0.004650515,0.038489394,0.3127234,0.4108812,0.017653992
ImageID_CMDW3RTL,0.05460192,0.005924706,0.033781517,0.004100393,0.03784868,0.29104975,0.023679165,0.06339622,0.48561767
ImageID_GLUQMWMB,0.11082215,0.0002544776,0.023949077,0.060158342,0.012172806,0.036565952,0.20436263,0.08180166,0.4699128
ImageID_M3YYNDAZ,0.11734634,0.43202767,0.014992687,0.0070769056,0.16638348,0.06909625,0.047453344,0.0847778,0.060845427
ImageID_766KA4IO,0.022202276,0.0061653447,0.070448965,0.809887,0.0057877195,0.018008823,0.009775644,0.037606552,0.020117596
ImageID_OMTT6R6G,0.16575128,0.33622068,0.0023354024,0.010363677,0.031984016,0.11026017,0.10827678,0.2061444,0.028663514
ImageID_Q448WDG7,0.0033719956,0.0035198324,0.009147495,0.008657834,0.9091331,0.012357212,0.006488438,0.016643487,0.030680595
ImageID_BFB17MBM,0.068807445,0.34077498,0.005607841,0.008166914,0.20630886,0.24844472,0.0056425333,0.0871195,0.02912732
ImageID_W0Q0YS61,0.047498617,0.074572794,0.11620561,0.014634274,0.44636637,0.011778247,0.23345627,0.040330138,0.015157586
ImageID_GMGLMN2R,0.07828624,0.7130411,0.0006429741,0.008566283,0.021926368,0.07198229,0.0055348123,0.06463007,0.035389885
ImageID_06IXJ1N9,0.015289783,0.008236235,0.02688541,0.015321208,0.13291055,0.01310012,0.12929665,0.13723686,0.5217233
ImageID_MLLJZKNS,0.011245837,0.325602,0.009923932,0.0054018204,0.381213,0.033194043,0.06633467,0.0866931,0.080391556
ImageID_OEXCGNNT,0.021622188,0.009291905,0.001699538,0.010253637,0.74629104,0.0023652534,0.025769345,0.11284604,0.06986111
ImageID_4929PGBV,0.032262534,0.10802381,0.017763348,0.04200758,0.3016042,0.008250662,0.16734074,0.19699925,0.12574793
ImageID_Y51IK5W1,0.11270204,0.78070384,0.0010780634,0.00091280614,0.031302404,0.016020434,0.009441347,0.029147966,0.018691085
ImageID_OF2GHBV7,0.032714725,0.056685593,0.105028465,0.0429056,0.24921672,0.06931084,0.15348311,0.066771045,0.22388385
ImageID_9BCBCHJB,0.3125948,0.06998026,0.015642958,0.057141192,0.45426095,0.01811459,0.020260248,0.020391066,0.031614024
ImageID_T75FU901,0.005957952,0.0963081,0.15826455,0.07500135,0.6396483,0.0062020784,0.0027073864,0.009146396,0.0067638587
ImageID_G3BLLJG1,0.09110754,0.085214004,0.06524164,0.5794799,0.042049523,0.021610238,0.02401584,0.05435031,0.036931086
ImageID_QT0EM34D,0.032456413,0.018266965,0.0033062384,0.005871373,0.012909662,0.0054523055,0.900945,0.011639429,0.009152572
ImageID_AIB046R7,0.39576852,0.07246432,0.02403013,0.0031538717,0.00423816,0.338461,0.041373678,0.11769038,0.0028199807
ImageID_KIHJ8UNC,0.06832288,0.08649399,0.030967996,0.009739988,0.03552471,0.43653324,0.16679063,0.13006149,0.03556506
ImageID_OG0SAL6M,0.19955808,0.042374697,0.095010936,0.43402585,0.028495207,0.02716861,0.046924997,0.059264515,0.06717704
ImageID_FOOH6Q91,0.08481218,0.002523076,0.06189228,0.028152768,0.011663777,0.012564814,0.12958987,0.031104939,0.6376964
ImageID_Q9P8KBEK,0.005524813,0.005594292,0.0046002143,0.010511128,0.86241776,0.019178947,0.025577204,0.04153206,0.02506357
ImageID_81O7EX1G,0.009725177,0.014249178,0.014698352,0.03287828,0.12469521,0.15191746,0.22708401,0.13901566,0.2857366
ImageID_2JIWAN34,0.061937433,0.024420535,0.088711835,0.40364078,0.08636586,0.046045035,0.03191345,0.15366329,0.10330186
ImageID_C8KNO2EN,0.0218724,0.65540826,0.03221175,0.0022750949,0.053583525,0.064433165,0.10745512,0.04066791,0.02209268
ImageID_89IN99EF,0.1013236,0.30012122,0.0141847655,0.123658545,0.090469174,0.06445809,0.07303333,0.16854182,0.06420939
ImageID_HBT13WMV,0.006457543,0.009309723,0.002180083,0.010727562,0.115723014,0.0043159965,0.1726201,0.023879351,0.65478665
ImageID_S8H1WLW2,0.014769828,0.009613536,0.30110627,0.018361926,0.020222904,0.02851476,0.09398491,0.3381642,0.17526174
ImageID_AZIA7YTA,0.031945024,0.20540665,0.15608244,0.046609804,0.070020065,0.14253974,0.0053251097,0.30227914,0.039792012
ImageID_BDQZ8ZW4,0.19248536,0.021884756,0.37428838,0.19126338,0.073636256,0.04911303,0.03068421,0.03497671,0.031667847
ImageID_F5ONQN2B,0.0031443234,0.0026143861,0.035308894,0.017089672,0.008246577,0.0029392077,0.5750287,0.17458491,0.18104334
ImageID_4T6JEVZM,0.18929449,0.017446142,0.0886311,0.055732176,0.041192442,0.02313937,0.056811128,0.49927068,0.02848255
ImageID_5WSCPU82,0.080694765,0.12815224,0.0057250247,0.0009671327,0.11590702,0.48064616,0.15562299,0.022887861,0.009396886
ImageID_G23E9I3T,0.011538525,0.025401395,0.02736025,0.13504978,0.3757543,0.004415357,0.002955839,0.010800017,0.40672454
ImageID_3RTFL947,0.0148117505,0.016061183,0.020630557,0.046853956,0.64428806,0.008746837,0.061676677,0.010768418,0.17616257
ImageID_SE0U76P3,0.2555725,0.029916504,0.008285271,0.022820137,0.048209537,0.076730765,0.2888583,0.16371009,0.10589693
ImageID_NK9RKW26,0.036997415,0.015566647,0.3118601,0.31306398,0.030419387,0.02617038,0.0024134468,0.113184504,0.15032418
ImageID_KKR8M7K6,0.041262284,0.73292255,0.08387862,0.0010402221,0.006530237,0.0489285,0.0258002,0.05897356,0.0006638816
ImageID_RMU4WHDC,0.07427764,0.036903866,0.008853134,0.04154426,0.03952453,0.03765147,0.5298612,0.10905161,0.122332275
ImageID_Z9JJYPE0,0.12500876,0.37097213,0.15495013,0.042754002,0.05200218,0.057638526,0.01800837,0.08678735,0.09187837
ImageID_VQF35XJJ,0.09263923,0.5156326,0.004099864,0.0025791186,0.00612079,0.3239282,0.02971104,0.017157365,0.008131651
ImageID_YE4ZJUW1,0.015396319,0.0007236798,0.0042221877,0.005762313,0.013926162,0.0032555375,0.4790584,0.015553065,0.4621023
ImageID_EB5STJ6F,0.007428047,0.017315833,0.5411732,0.31559467,0.02783842,0.017299445,0.004760072,0.0660252,0.0025651176
ImageID_PGL5WSKN,0.059008915,0.7042032,0.008101635,0.018076643,0.16592464,0.0039646914,0.0036394098,0.03347757,0.0036033953
ImageID_WG7Q7W0U,0.040827833,0.057083916,0.0054161698,0.25318065,0.09890628,0.015319489,0.045714747,0.034407035,0.4491439
ImageID_F5LG0RXA,0.0020142908,0.011807794,0.006727615,0.0627475,0.17174076,0.018979866,0.04542244,0.013288938,0.66727084
ImageID_52U2IZXD,0.04027547,0.19239905,0.072087616,0.056698855,0.27431592,0.08434051,0.21244152,0.042713743,0.024727246
ImageID_I84T8JDG,0.014448699,0.043538705,0.064420454,0.0075183865,0.13897087,0.05303583,0.06423232,0.48437658,0.12945826
ImageID_MB8ZUP51,0.044922475,0.046449047,0.106379874,0.074758716,0.16697352,0.022571996,0.4679824,0.018446712,0.05151527
ImageID_C16OVLPR,0.08182121,0.18077713,0.01368449,0.017743383,0.04815559,0.070314355,0.010785749,0.3939941,0.18272403
ImageID_234IEU2Z,0.18416238,0.6817164,0.004628565,0.008867361,0.012342052,0.031859793,0.018689256,0.04866742,0.0090667335
ImageID_ES5NBPLE,0.105103694,0.19293636,0.08328533,0.013109574,0.023553425,0.038707435,0.2332286,0.2827658,0.027309816
ImageID_LM9RQMZD,0.009218865,0.072868966,0.014480804,0.011859907,0.5187113,0.02057285,0.04089073,0.2685051,0.04289148
